Reference,Item number,Type,Word,Books Count,Books Total Count,Books Frequency per 1000 words
Tong et al. (2013),576,Input,mild,5,199877,0.025015384461443788
Tong et al. (2013),576,Target,mildly,0,199877,0.0
Tong et al. (2013),577,Input,sing,69,199877,0.34521230556792426
Tong et al. (2013),577,Target,sang,61,199877,0.3051876904296142
Tong et al. (2013),578,Input,science,5,199877,0.025015384461443788
Tong et al. (2013),578,Target,scientist,1,199877,0.005003076892288758
Tong et al. (2013),579,Input,shrink,0,199877,0.0
Tong et al. (2013),579,Target,shrinkage,0,199877,0.0
Tong et al. (2013),580,Input,bold,7,199877,0.035021538246021305
Tong et al. (2013),580,Target,boldly,1,199877,0.005003076892288758
Tong et al. (2013),581,Input,fly,89,199877,0.44527384341369947
Tong et al. (2013),581,Target,flying,52,199877,0.26015999839901544
Tong et al. (2011),582,Input,walk,61,199877,0.3051876904296142
Tong et al. (2011),582,Target,walked,73,199877,0.36522461313707927
Tong et al. (2011),583,Input,sneaker,1,199877,0.005003076892288758
Tong et al. (2011),583,Target,sneakers,2,199877,0.010006153784577516
Tong et al. (2011),584,Input,low,29,199877,0.145089229876374
Tong et al. (2011),584,Target,lower,2,199877,0.010006153784577516
Tong et al. (2011),585,Input,stood,40,199877,0.2001230756915503
Tong et al. (2011),585,Target,stand,46,199877,0.23014153704528284
Tong et al. (2011),586,Input,lose,5,199877,0.025015384461443788
Tong et al. (2011),586,Target,lost,52,199877,0.26015999839901544
Tong et al. (2011),587,Input,say,226,199877,1.130695377657259
Tong et al. (2011),587,Target,said,1882,199877,9.415790711287443
Tong et al. (2011),588,Input,child,37,199877,0.18511384501468403
Tong et al. (2011),588,Target,children,139,199877,0.6954276880281373
Tong et al. (2011),589,Input,kept,53,199877,0.2651630752913042
Tong et al. (2011),589,Target,keep,89,199877,0.44527384341369947
Tong et al. (2011),590,Input,taller,5,199877,0.025015384461443788
Tong et al. (2011),590,Target,tall,36,199877,0.18011076812239527
Tong et al. (2011),591,Input,fun,142,199877,0.7104369187050036
Tong et al. (2011),591,Target,funny,46,199877,0.23014153704528284
Tong et al. (2011),592,Input,bake,6,199877,0.030018461353732546
Tong et al. (2011),592,Target,baker,16,199877,0.08004923027662013
Tong et al. (2011),593,Input,sun,155,199877,0.7754769183047574
Tong et al. (2011),593,Target,sunny,23,199877,0.11507076852264142
Tong et al. (2011),594,Input,work,118,199877,0.5903630732900734
Tong et al. (2011),594,Target,worker,3,199877,0.015009230676866273
Tong et al. (2011),595,Input,deep,66,199877,0.330203074891058
Tong et al. (2011),595,Target,depth,2,199877,0.010006153784577516
Tong et al. (2011),596,Input,action,5,199877,0.025015384461443788
Tong et al. (2011),596,Target,act,21,199877,0.10506461473806392
Tong et al. (2011),597,Input,art,7,199877,0.035021538246021305
Tong et al. (2011),597,Target,artist,1,199877,0.005003076892288758
Tong et al. (2011),598,Input,wide,39,199877,0.19511999879926153
Tong et al. (2011),598,Target,width,0,199877,0.0
Mahony et al. (2000),599,Input,person,11,199877,0.055033845815176334
Mahony et al. (2000),599,Target,personal,2,199877,0.010006153784577516
Mahony et al. (2000),600,Input,allow,0,199877,0.0
Mahony et al. (2000),600,Target,allowance,1,199877,0.005003076892288758
Mahony et al. (2000),601,Input,beauty,3,199877,0.015009230676866273
Mahony et al. (2000),601,Target,beautiful,49,199877,0.2451507677221491
Mahony et al. (2000),602,Input,region,0,199877,0.0
Mahony et al. (2000),602,Target,regional,0,199877,0.0
Mahony et al. (2000),603,Input,bag,26,199877,0.13007999919950772
Mahony et al. (2000),603,Target,baggage,2,199877,0.010006153784577516
Mahony et al. (2000),604,Input,pity,1,199877,0.005003076892288758
Mahony et al. (2000),604,Target,pitiful,0,199877,0.0
Mahony et al. (2000),605,Input,parent,4,199877,0.020012307569155032
Mahony et al. (2000),605,Target,parental,0,199877,0.0
Mahony et al. (2000),606,Input,history,2,199877,0.010006153784577516
Mahony et al. (2000),606,Target,historic,0,199877,0.0
Mahony et al. (2000),607,Input,atom,0,199877,0.0
Mahony et al. (2000),607,Target,atomic,0,199877,0.0
Mahony et al. (2000),608,Input,superior,0,199877,0.0
Mahony et al. (2000),608,Target,superiority,0,199877,0.0
Mahony et al. (2000),609,Input,poet,0,199877,0.0
Mahony et al. (2000),609,Target,poetic,0,199877,0.0
Mahony et al. (2000),610,Input,participate,0,199877,0.0
Mahony et al. (2000),610,Target,participation,0,199877,0.0
Mahony et al. (2000),611,Input,deep,66,199877,0.330203074891058
Mahony et al. (2000),611,Target,depth,2,199877,0.010006153784577516
Mahony et al. (2000),612,Input,sincere,0,199877,0.0
Mahony et al. (2000),612,Target,sincerity,0,199877,0.0
Mahony et al. (2000),613,Input,supervise,1,199877,0.005003076892288758
Mahony et al. (2000),613,Target,supervision,1,199877,0.005003076892288758
Mahony et al. (2000),614,Input,meter,0,199877,0.0
Mahony et al. (2000),614,Target,metric,0,199877,0.0
Mahony et al. (2000),615,Input,nature,3,199877,0.015009230676866273
Mahony et al. (2000),615,Target,natural,2,199877,0.010006153784577516
Mahony et al. (2000),616,Input,add,3,199877,0.015009230676866273
Mahony et al. (2000),616,Target,addition,0,199877,0.0
Mahony et al. (2000),617,Input,associate,0,199877,0.0
Mahony et al. (2000),617,Target,association,0,199877,0.0
Mahony et al. (2000),618,Input,concentrate,0,199877,0.0
Mahony et al. (2000),618,Target,concentration,0,199877,0.0
Mahony et al. (2000),619,Input,divide,0,199877,0.0
Mahony et al. (2000),619,Target,division,0,199877,0.0
Mahony et al. (2000),620,Input,relate,0,199877,0.0
Mahony et al. (2000),620,Target,relation,0,199877,0.0
Mahony et al. (2000),621,Input,decide,8,199877,0.040024615138310064
Mahony et al. (2000),621,Target,decision,1,199877,0.005003076892288758
Mahony et al. (2000),622,Input,reduce,0,199877,0.0
Mahony et al. (2000),622,Target,reduction,0,199877,0.0
Mahony et al. (2000),623,Input,sign,22,199877,0.11006769163035267
Mahony et al. (2000),623,Target,signature,0,199877,0.0
Mahony et al. (2000),624,Input,resign,0,199877,0.0
Mahony et al. (2000),624,Target,resignation,0,199877,0.0
Mahony et al. (2000),625,Input,bomb,0,199877,0.0
Mahony et al. (2000),625,Target,bombard,0,199877,0.0
Mahony et al. (2000),626,Input,crumb,1,199877,0.005003076892288758
Mahony et al. (2000),626,Target,crumble,2,199877,0.010006153784577516
Mahony et al. (2000),627,Input,sign,22,199877,0.11006769163035267
Mahony et al. (2000),627,Target,signal,5,199877,0.025015384461443788
Mahony et al. (2000),628,Input,knowledge,0,199877,0.0
Mahony et al. (2000),628,Target,acknowledge,0,199877,0.0
Wolter & Pike (2015),629,Input,cook,18,199877,0.09005538406119763
Wolter & Pike (2015),629,Target,cookery,0,199877,0.0
Wolter & Pike (2015),630,Input,equalize,0,199877,0.0
Wolter & Pike (2015),630,Target,equalize,0,199877,0.0
Wolter & Pike (2015),631,Input,odd,1,199877,0.005003076892288758
Wolter & Pike (2015),631,Target,oddity,0,199877,0.0
Wolter & Pike (2015),632,Input,odor,1,199877,0.005003076892288758
Wolter & Pike (2015),632,Target,odorous,0,199877,0.0
Wolter & Pike (2015),633,Input,puzzle,13,199877,0.06503999959975386
Wolter & Pike (2015),633,Target,puzzlement,0,199877,0.0
Wolter & Pike (2015),634,Input,secret,35,199877,0.17510769123010653
Wolter & Pike (2015),634,Target,secretive,0,199877,0.0
Wolter & Pike (2015),635,Input,wish,43,199877,0.21513230636841657
Wolter & Pike (2015),635,Target,wishful,0,199877,0.0
Wolter & Pike (2015),636,Input,ocean,34,199877,0.17010461433781776
Wolter & Pike (2015),636,Target,oceanaut,0,199877,0.0
Wolter & Pike (2015),637,Input,yellow,123,199877,0.6153784577515172
Wolter & Pike (2015),637,Target,yellowing,0,199877,0.0
Wolter & Pike (2015),638,Input,cover,9,199877,0.045027692030598816
Wolter & Pike (2015),638,Target,coverlet,0,199877,0.0
Wolter & Pike (2015),639,Input,crazy,12,199877,0.06003692270746509
Wolter & Pike (2015),639,Target,craziness,0,199877,0.0
Wolter & Pike (2015),640,Input,pay,15,199877,0.07504615338433136
Wolter & Pike (2015),640,Target,payee,0,199877,0.0
Wolter & Pike (2015),641,Input,touch,23,199877,0.11507076852264142
Wolter & Pike (2015),641,Target,touchily,0,199877,0.0
Wolter & Pike (2015),642,Input,game,46,199877,0.23014153704528284
Wolter & Pike (2015),642,Target,gaming,0,199877,0.0
Wolter & Pike (2015),643,Input,guess,30,199877,0.15009230676866273
Wolter & Pike (2015),643,Target,guesser,0,199877,0.0
Wolter & Pike (2015),644,Input,age,2,199877,0.010006153784577516
Wolter & Pike (2015),644,Target,ageist,0,199877,0.0
Nagy et al. (2003),645,Input,climber,3,199877,0.015009230676866273
Nagy et al. (2003),645,Target,climb,29,199877,0.145089229876374
Nagy et al. (2003),646,Input,personal,2,199877,0.010006153784577516
Nagy et al. (2003),646,Target,person,11,199877,0.055033845815176334
Nagy et al. (2003),647,Input,sunny,23,199877,0.11507076852264142
Nagy et al. (2003),647,Target,sun,155,199877,0.7754769183047574
Nagy et al. (2003),648,Input,flight,3,199877,0.015009230676866273
Nagy et al. (2003),648,Target,fly,89,199877,0.44527384341369947
Nagy et al. (2003),649,Input,relative,0,199877,0.0
Nagy et al. (2003),649,Target,relate,0,199877,0.0
Nagy et al. (2003),650,Input,rainy,8,199877,0.040024615138310064
Nagy et al. (2003),650,Target,rain,65,199877,0.32519999799876925
Nagy et al. (2003),651,Input,depth,2,199877,0.010006153784577516
Nagy et al. (2003),651,Target,deep,66,199877,0.330203074891058
Nagy et al. (2003),652,Input,battle,7,199877,0.035021538246021305
Nagy et al. (2003),652,Target,bat,30,199877,0.15009230676866273
Nagy et al. (2003),653,Input,reasonable,0,199877,0.0
Nagy et al. (2003),653,Target,reason,7,199877,0.035021538246021305
Nagy et al. (2003),654,Input,adorable,2,199877,0.010006153784577516
Nagy et al. (2003),654,Target,adore,1,199877,0.005003076892288758
Nagy et al. (2003),655,Input,national,1,199877,0.005003076892288758
Nagy et al. (2003),655,Target,nation,0,199877,0.0
Nagy et al. (2003),656,Input,imaginary,0,199877,0.0
Nagy et al. (2003),656,Target,imagine,3,199877,0.015009230676866273
Nagy et al. (2003),657,Input,thinker,1,199877,0.005003076892288758
Nagy et al. (2003),657,Target,think,257,199877,1.2857907613182107
Nagy et al. (2003),658,Input,laughter,9,199877,0.045027692030598816
Nagy et al. (2003),658,Target,laugh,24,199877,0.12007384541493019
Nagy et al. (2003),659,Input,global,0,199877,0.0
Nagy et al. (2003),659,Target,globe,2,199877,0.010006153784577516
Nagy et al. (2003),660,Input,movement,2,199877,0.010006153784577516
Nagy et al. (2003),660,Target,move,51,199877,0.25515692150672664
Nagy et al. (2003),661,Input,tension,0,199877,0.0
Nagy et al. (2003),661,Target,tense,0,199877,0.0
Nagy et al. (2003),662,Input,reality,0,199877,0.0
Nagy et al. (2003),662,Target,real,37,199877,0.18511384501468403
Nagy et al. (2003),663,Input,sanity,0,199877,0.0
Nagy et al. (2003),663,Target,sane,0,199877,0.0
Nagy et al. (2003),664,Input,donation,0,199877,0.0
Nagy et al. (2003),664,Target,donate,3,199877,0.015009230676866273
Nagy et al. (2003),665,Input,dinner,47,199877,0.2351446139375716
Nagy et al. (2003),665,Target,dine,3,199877,0.015009230676866273
Nagy et al. (2003),666,Input,twelfth,1,199877,0.005003076892288758
Nagy et al. (2003),666,Target,twelve,5,199877,0.025015384461443788
Nagy et al. (2003),667,Input,fortunate,1,199877,0.005003076892288758
Nagy et al. (2003),667,Target,fortune,1,199877,0.005003076892288758
Nagy et al. (2003),668,Input,painful,0,199877,0.0
Nagy et al. (2003),668,Target,pain,5,199877,0.025015384461443788
Nagy et al. (2003),669,Input,decision,1,199877,0.005003076892288758
Nagy et al. (2003),669,Target,decide,8,199877,0.040024615138310064
Nagy et al. (2003),670,Input,musical,6,199877,0.030018461353732546
Nagy et al. (2003),670,Target,music,17,199877,0.08505230716890888
Nagy et al. (2003),671,Input,action,5,199877,0.025015384461443788
Nagy et al. (2003),671,Target,act,21,199877,0.10506461473806392
Nagy et al. (2003),672,Input,fifty,13,199877,0.06503999959975386
Nagy et al. (2003),672,Target,five,79,199877,0.3952430744908118
Nagy et al. (2003),673,Input,permission,0,199877,0.0
Nagy et al. (2003),673,Target,permit,0,199877,0.0
Nagy et al. (2003),674,Input,clarity,0,199877,0.0
Nagy et al. (2003),674,Target,clear,34,199877,0.17010461433781776
Nagy et al. (2003),675,Input,creative,0,199877,0.0
Nagy et al. (2003),675,Target,create,2,199877,0.010006153784577516
Nagy et al. (2003),676,Input,loyalty,0,199877,0.0
Nagy et al. (2003),676,Target,loyal,0,199877,0.0
Nagy et al. (2003),677,Input,ability,0,199877,0.0
Nagy et al. (2003),677,Target,able,11,199877,0.055033845815176334
Nagy et al. (2003),678,Input,criminal,1,199877,0.005003076892288758
Nagy et al. (2003),678,Target,crime,2,199877,0.010006153784577516
Nagy et al. (2003),679,Input,reliable,1,199877,0.005003076892288758
Nagy et al. (2003),679,Target,rely,0,199877,0.0
Nagy et al. (2003),680,Input,education,0,199877,0.0
Nagy et al. (2003),680,Target,educate,0,199877,0.0
Nagy et al. (2003),681,Input,election,0,199877,0.0
Nagy et al. (2003),681,Target,elect,0,199877,0.0
Nagy et al. (2003),682,Input,deadly,0,199877,0.0
Nagy et al. (2003),682,Target,dead,6,199877,0.030018461353732546
James et al. (2021),683,Input,lemon,1,199877,0.005003076892288758
James et al. (2021),683,Target,lemons,1,199877,0.005003076892288758
James et al. (2021),684,Input,ride,75,199877,0.3752307669216568
James et al. (2021),684,Target,rides,14,199877,0.07004307649204261
James et al. (2021),685,Input,call,67,199877,0.33520615178334673
James et al. (2021),685,Target,calls,21,199877,0.10506461473806392
James et al. (2021),686,Input,bend,7,199877,0.035021538246021305
James et al. (2021),686,Target,bent,14,199877,0.07004307649204261
James et al. (2021),687,Input,drop,23,199877,0.11507076852264142
James et al. (2021),687,Target,dropped,15,199877,0.07504615338433136
James et al. (2021),688,Input,elf,0,199877,0.0
James et al. (2021),688,Target,elves,2,199877,0.010006153784577516
James et al. (2021),689,Input,beach,25,199877,0.12507692230721895
James et al. (2021),689,Target,beaches,1,199877,0.005003076892288758
James et al. (2021),690,Input,nod,5,199877,0.025015384461443788
James et al. (2021),690,Target,nodded,11,199877,0.055033845815176334
James et al. (2021),691,Input,think,257,199877,1.2857907613182107
James et al. (2021),691,Target,thought,163,199877,0.8155015334430674
James et al. (2021),692,Input,tooth,3,199877,0.015009230676866273
James et al. (2021),692,Target,teeth,38,199877,0.1901169219069728
James et al. (2021),693,Input,lose,5,199877,0.025015384461443788
James et al. (2021),693,Target,loses,0,199877,0.0
James et al. (2021),694,Input,cross,25,199877,0.12507692230721895
James et al. (2021),694,Target,crosses,1,199877,0.005003076892288758
James et al. (2021),695,Input,danger,7,199877,0.035021538246021305
James et al. (2021),695,Target,dangerous,12,199877,0.06003692270746509
James et al. (2021),696,Input,magic,64,199877,0.3201969211064805
James et al. (2021),696,Target,magician,1,199877,0.005003076892288758
James et al. (2021),697,Input,electric,6,199877,0.030018461353732546
James et al. (2021),697,Target,electricity,1,199877,0.005003076892288758
James et al. (2021),698,Input,please,133,199877,0.6654092266744048
James et al. (2021),698,Target,pleasing,1,199877,0.005003076892288758
James et al. (2021),699,Input,dark,96,199877,0.48029538165972074
James et al. (2021),699,Target,darkness,14,199877,0.07004307649204261
James et al. (2021),700,Input,art,7,199877,0.035021538246021305
James et al. (2021),700,Target,artist,1,199877,0.005003076892288758
James et al. (2021),701,Input,ocean,34,199877,0.17010461433781776
James et al. (2021),701,Target,oceanic,0,199877,0.0
James et al. (2021),702,Input,act,21,199877,0.10506461473806392
James et al. (2021),702,Target,activity,1,199877,0.005003076892288758
James et al. (2021),703,Input,work,118,199877,0.5903630732900734
James et al. (2021),703,Target,worker,3,199877,0.015009230676866273
James et al. (2021),704,Input,wash,15,199877,0.07504615338433136
James et al. (2021),704,Target,washable,0,199877,0.0
Nagy et al. (2006),645,Input,climber,3,199877,0.015009230676866273
Nagy et al. (2006),645,Target,climb,29,199877,0.145089229876374
Nagy et al. (2006),646,Input,personal,2,199877,0.010006153784577516
Nagy et al. (2006),646,Target,person,11,199877,0.055033845815176334
Nagy et al. (2006),647,Input,sunny,23,199877,0.11507076852264142
Nagy et al. (2006),647,Target,sun,155,199877,0.7754769183047574
Nagy et al. (2006),648,Input,flight,3,199877,0.015009230676866273
Nagy et al. (2006),648,Target,fly,89,199877,0.44527384341369947
Nagy et al. (2006),649,Input,relative,0,199877,0.0
Nagy et al. (2006),649,Target,relate,0,199877,0.0
Nagy et al. (2006),650,Input,rainy,8,199877,0.040024615138310064
Nagy et al. (2006),650,Target,rain,65,199877,0.32519999799876925
Nagy et al. (2006),651,Input,depth,2,199877,0.010006153784577516
Nagy et al. (2006),651,Target,deep,66,199877,0.330203074891058
Nagy et al. (2006),652,Input,battle,7,199877,0.035021538246021305
Nagy et al. (2006),652,Target,bat,30,199877,0.15009230676866273
Nagy et al. (2006),653,Input,reasonable,0,199877,0.0
Nagy et al. (2006),653,Target,reason,7,199877,0.035021538246021305
Nagy et al. (2006),654,Input,adorable,2,199877,0.010006153784577516
Nagy et al. (2006),654,Target,adore,1,199877,0.005003076892288758
Nagy et al. (2006),655,Input,national,1,199877,0.005003076892288758
Nagy et al. (2006),655,Target,nation,0,199877,0.0
Nagy et al. (2006),656,Input,imaginary,0,199877,0.0
Nagy et al. (2006),656,Target,imagine,3,199877,0.015009230676866273
Nagy et al. (2006),657,Input,thinker,1,199877,0.005003076892288758
Nagy et al. (2006),657,Target,think,257,199877,1.2857907613182107
Nagy et al. (2006),658,Input,laughter,9,199877,0.045027692030598816
Nagy et al. (2006),658,Target,laugh,24,199877,0.12007384541493019
Nagy et al. (2006),659,Input,global,0,199877,0.0
Nagy et al. (2006),659,Target,globe,2,199877,0.010006153784577516
Nagy et al. (2006),660,Input,movement,2,199877,0.010006153784577516
Nagy et al. (2006),660,Target,move,51,199877,0.25515692150672664
Nagy et al. (2006),661,Input,tension,0,199877,0.0
Nagy et al. (2006),661,Target,tense,0,199877,0.0
Nagy et al. (2006),662,Input,reality,0,199877,0.0
Nagy et al. (2006),662,Target,real,37,199877,0.18511384501468403
Nagy et al. (2006),663,Input,sanity,0,199877,0.0
Nagy et al. (2006),663,Target,sane,0,199877,0.0
Nagy et al. (2006),664,Input,donation,0,199877,0.0
Nagy et al. (2006),664,Target,donate,3,199877,0.015009230676866273
Nagy et al. (2006),665,Input,dinner,47,199877,0.2351446139375716
Nagy et al. (2006),665,Target,dine,3,199877,0.015009230676866273
Nagy et al. (2006),666,Input,twelfth,1,199877,0.005003076892288758
Nagy et al. (2006),666,Target,twelve,5,199877,0.025015384461443788
Nagy et al. (2006),667,Input,fortunate,1,199877,0.005003076892288758
Nagy et al. (2006),667,Target,fortune,1,199877,0.005003076892288758
Nagy et al. (2006),668,Input,painful,0,199877,0.0
Nagy et al. (2006),668,Target,pain,5,199877,0.025015384461443788
Nagy et al. (2006),669,Input,decision,1,199877,0.005003076892288758
Nagy et al. (2006),669,Target,decide,8,199877,0.040024615138310064
Nagy et al. (2006),670,Input,musical,6,199877,0.030018461353732546
Nagy et al. (2006),670,Target,music,17,199877,0.08505230716890888
Nagy et al. (2006),671,Input,action,5,199877,0.025015384461443788
Nagy et al. (2006),671,Target,act,21,199877,0.10506461473806392
Nagy et al. (2006),672,Input,fifty,13,199877,0.06503999959975386
Nagy et al. (2006),672,Target,five,79,199877,0.3952430744908118
Nagy et al. (2006),673,Input,permission,0,199877,0.0
Nagy et al. (2006),673,Target,permit,0,199877,0.0
Nagy et al. (2006),674,Input,clarity,0,199877,0.0
Nagy et al. (2006),674,Target,clear,34,199877,0.17010461433781776
Nagy et al. (2006),675,Input,creative,0,199877,0.0
Nagy et al. (2006),675,Target,create,2,199877,0.010006153784577516
Nagy et al. (2006),676,Input,loyalty,0,199877,0.0
Nagy et al. (2006),676,Target,loyal,0,199877,0.0
Nagy et al. (2006),677,Input,ability,0,199877,0.0
Nagy et al. (2006),677,Target,able,11,199877,0.055033845815176334
Nagy et al. (2006),678,Input,criminal,1,199877,0.005003076892288758
Nagy et al. (2006),678,Target,crime,2,199877,0.010006153784577516
Nagy et al. (2006),679,Input,reliable,1,199877,0.005003076892288758
Nagy et al. (2006),679,Target,rely,0,199877,0.0
Nagy et al. (2006),680,Input,education,0,199877,0.0
Nagy et al. (2006),680,Target,educate,0,199877,0.0
Nagy et al. (2006),681,Input,election,0,199877,0.0
Nagy et al. (2006),681,Target,elect,0,199877,0.0
Nagy et al. (2006),682,Input,deadly,0,199877,0.0
Nagy et al. (2006),682,Target,dead,6,199877,0.030018461353732546
